player,sort_order,time,n_shots,event_type2,side,shot_place,shot_outcome,trueGoals,location,bodypart,assist_method,situation,fast_break,year,expectedGoals,difference,ratio,xG_per_shot_ratio
Mahamadou Diarra,29,50,1,0.0,1,9.0,2.0,0,15.0,1.0,0,3.0,0,2014,0.04,0.04,0.0,0.04
Mahamane Traore,2459,2412,50,372.0,71,295.0,100.0,5,426.0,79.0,54,71.0,0,100642,5.55,0.55,0.9009009009009009,0.111
Mahir Saglik,650,574,12,144.0,13,75.0,17.0,1,75.0,27.0,17,19.0,0,24170,1.18,0.18,0.8474576271186441,0.09833333333333333
Mahmoud Dahoud,2701,2598,57,504.0,76,319.0,106.0,6,707.0,68.0,44,67.0,0,114897,3.53,-2.47,1.6997167138810199,0.06192982456140351
Maicon,3929,3839,88,900.0,127,583.0,162.0,5,1065.0,97.0,92,107.0,3,177174,7.28,2.28,0.6868131868131868,0.08272727272727273
Maicosuel,1939,1846,35,252.0,52,190.0,73.0,3,392.0,43.0,30,38.0,3,70451,3.52,0.52,0.8522727272727273,0.10057142857142858
Maik Franz,34,36,1,12.0,2,10.0,2.0,0,9.0,1.0,1,3.0,0,2011,0.08,0.08,0.0,0.08
Majeed Waris,7490,7642,143,1416.0,205,826.0,261.0,26,1268.0,223.0,185,168.0,2,288188,21.89,-4.11,1.187756966651439,0.15307692307692308
Makoto Hasebe,1636,1488,39,264.0,59,220.0,82.0,4,520.0,48.0,31,50.0,0,78526,2.29,-1.71,1.7467248908296944,0.05871794871794872
Malang Sarr,340,314,5,60.0,8,23.0,11.0,1,27.0,14.0,9,7.0,0,10081,0.46,-0.54,2.1739130434782608,0.092
Malcom,1844,1822,44,348.0,61,231.0,87.0,4,494.0,87.0,39,61.0,0,88709,4.83,0.83,0.8281573498964803,0.10977272727272727
Malik Fathi,523,405,6,60.0,9,35.0,10.0,0,64.0,12.0,8,10.0,0,12069,0.45,0.45,0.0,0.075
Mamadou Ndiaye,204,219,4,12.0,6,18.0,10.0,0,60.0,9.0,1,6.0,0,8061,0.1,0.1,0.0,0.025
Mamadou Sakho,1583,1602,36,375.0,48,244.0,66.0,5,180.0,95.0,55,76.0,0,72465,6.61,1.61,0.75642965204236,0.1836111111111111
Mamadou Samassa,2250,2054,34,300.0,51,219.0,57.0,5,220.0,69.0,40,46.0,1,68393,5.22,0.22,0.9578544061302683,0.1535294117647059
Mamadou Sylla,601,546,8,84.0,14,42.0,20.0,0,66.0,15.0,13,8.0,1,16126,1.01,1.01,0.0,0.12625
Mame Biram Diouf,11408,10805,213,2088.0,312,1198.0,374.0,40,1556.0,411.0,298,261.0,9,428923,33.14,-6.86,1.2070006035003018,0.1555868544600939
Mame Thiam,115,92,1,12.0,1,9.0,2.0,0,9.0,1.0,1,3.0,0,2017,0.08,0.08,0.0,0.08
Mana Dembele,1551,1418,23,228.0,35,137.0,43.0,0,210.0,36.0,33,25.0,1,46337,2.31,2.31,0.0,0.10043478260869565
Mane,1317,1258,28,192.0,42,167.0,60.0,1,406.0,54.0,18,42.0,0,56352,0.77,-0.23,1.2987012987012987,0.0275
Manolo Gabbiadini,18606,16227,330,2748.0,491,1719.0,638.0,38,3907.0,671.0,319,417.0,6,664597,30.54,-7.46,1.2442698100851344,0.09254545454545454
Manu Del Moral,8656,8139,170,1668.0,251,978.0,318.0,15,1641.0,252.0,203,191.0,4,342173,16.71,1.71,0.8976660682226212,0.09829411764705882
Manu Garcia,668,596,10,84.0,15,58.0,21.0,1,64.0,19.0,13,16.0,0,20164,1.46,0.46,0.684931506849315,0.146
Manu Trigueros,6749,6410,125,924.0,168,687.0,248.0,7,1442.0,178.0,96,153.0,1,251850,7.99,0.99,0.8760951188986232,0.06392
Manucho,9820,9066,153,1650.0,228,936.0,263.0,22,1104.0,363.0,230,183.0,8,308140,21.79,-0.21,1.0096374483708124,0.14241830065359476
Manuel Arana,1491,1278,30,180.0,42,141.0,65.0,2,394.0,33.0,21,38.0,3,60346,1.92,-0.08,1.0416666666666667,0.064
Manuel Coppola,354,289,6,48.0,8,39.0,12.0,0,82.0,8.0,4,8.0,0,12080,0.21,0.21,0.0,0.034999999999999996
Manuel Friedrich,1073,925,19,204.0,25,136.0,33.0,2,121.0,50.0,30,39.0,0,38228,2.96,0.96,0.6756756756756757,0.15578947368421053
Manuel Giandonato,147,116,2,24.0,3,8.0,5.0,0,30.0,2.0,2,2.0,0,4023,0.05,0.05,0.0,0.025
Manuel Gulde,129,106,2,24.0,2,10.0,5.0,0,6.0,6.0,4,3.0,0,4032,0.22,0.22,0.0,0.11
Manuel Iturra,956,826,19,132.0,27,126.0,33.0,1,207.0,24.0,18,21.0,0,38273,2.0,1.0,0.5,0.10526315789473684
Manuel Lanzarote,1207,1025,17,108.0,28,103.0,36.0,1,199.0,35.0,10,24.0,0,34224,1.05,0.05,0.9523809523809523,0.061764705882352944
Manuel Lanzini,3528,3652,79,780.0,114,424.0,163.0,10,937.0,92.0,80,92.0,1,159245,7.26,-2.74,1.3774104683195594,0.09189873417721518
Manuel Locatelli,765,669,12,48.0,14,93.0,23.0,2,176.0,16.0,5,19.0,0,24197,0.4,-1.6,5.0,0.03333333333333333
Manuel Lucena,132,136,3,36.0,4,27.0,6.0,0,9.0,8.0,6,8.0,0,6038,0.45,0.45,0.0,0.15
Manuel Onwu,1245,968,14,132.0,22,83.0,28.0,1,134.0,16.0,20,17.0,2,28174,1.66,0.66,0.6024096385542169,0.11857142857142856
Manuel Pablo,47,56,3,0.0,4,16.0,7.0,0,45.0,6.0,0,4.0,0,6041,0.1,0.1,0.0,0.03333333333333333
Manuel Pamic,18,18,1,12.0,1,2.0,3.0,0,9.0,2.0,1,1.0,0,2013,0.05,0.05,0.0,0.05
Manuel Pasqual,4742,4247,101,579.0,138,613.0,212.0,5,1305.0,196.0,78,148.0,0,203333,7.01,2.01,0.7132667617689016,0.0694059405940594
Manuel Pucciarelli,7228,6172,126,1272.0,181,669.0,247.0,12,968.0,174.0,162,133.0,0,253925,14.71,2.71,0.8157715839564922,0.11674603174603175
Manuel Schmiedebach,2926,2535,52,360.0,83,284.0,108.0,2,680.0,57.0,33,62.0,0,104695,2.63,0.63,0.7604562737642586,0.050576923076923075
Manuele Blasi,210,191,3,24.0,5,7.0,7.0,0,45.0,4.0,4,3.0,0,6037,0.07,0.07,0.0,0.023333333333333334
Maor Melikson,2578,2486,51,384.0,71,237.0,97.0,4,615.0,61.0,39,59.0,0,102675,4.71,0.71,0.8492569002123143,0.09235294117647058
Mapou Yangambiwa,2020,1798,32,243.0,48,216.0,57.0,5,273.0,68.0,37,62.0,0,64443,4.88,-0.12,1.0245901639344261,0.1525
Marc Albrighton,4047,4438,87,792.0,125,482.0,184.0,4,1095.0,104.0,92,93.0,0,175294,4.59,0.59,0.8714596949891068,0.05275862068965517
Marc Bartra,1731,1696,32,348.0,45,205.0,56.0,4,179.0,74.0,53,63.0,0,64469,4.4,0.4,0.9090909090909091,0.1375
Marc Bertran,1198,1134,24,168.0,32,93.0,55.0,0,289.0,30.0,17,24.0,0,48304,1.25,1.25,0.0,0.052083333333333336
Marc Fernandez,327,315,4,48.0,5,19.0,7.0,0,36.0,6.0,8,4.0,0,8048,0.36,0.36,0.0,0.09
Marc Muniesa,627,661,13,48.0,20,101.0,23.0,1,147.0,23.0,4,19.0,0,26193,0.78,-0.22,1.282051282051282,0.060000000000000005
Marc Navarro,188,140,2,12.0,2,22.0,3.0,1,30.0,3.0,1,3.0,0,4034,0.08,-0.92,12.5,0.04
Marc Pfitzner,352,289,6,12.0,8,33.0,11.0,0,78.0,8.0,1,8.0,0,12082,0.31,0.31,0.0,0.051666666666666666
Marc Planus,176,203,4,48.0,4,38.0,5.0,2,30.0,8.0,8,8.0,0,8054,0.9,-1.1,2.2222222222222223,0.225
Marc Pugh,1189,1341,26,276.0,35,120.0,52.0,4,218.0,35.0,29,28.0,0,52403,2.35,-1.65,1.702127659574468,0.09038461538461538
Marc Roca,451,416,9,72.0,13,50.0,17.0,0,125.0,18.0,6,11.0,0,18144,0.31,0.31,0.0,0.034444444444444444
Marc Stendera,3475,3048,65,492.0,92,365.0,131.0,5,766.0,85.0,47,74.0,0,130975,3.92,-1.08,1.2755102040816326,0.060307692307692305
Marc Torrejon,1572,1201,21,171.0,35,125.0,37.0,2,170.0,39.0,26,36.0,0,42261,3.65,1.65,0.547945205479452,0.1738095238095238
Marc Valiente,1279,1210,21,219.0,30,151.0,37.0,2,175.0,47.0,32,45.0,0,42279,4.04,2.04,0.49504950495049505,0.19238095238095237
Marc Vucinovic,95,96,3,24.0,3,12.0,6.0,1,45.0,4.0,2,4.0,0,6045,0.11,-0.89,9.090909090909092,0.03666666666666667
Marc Wilson,521,541,13,156.0,22,64.0,31.0,0,75.0,26.0,24,23.0,0,26184,1.3,1.3,0.0,0.1
Marcandr<E9> Ter Stegen,55,52,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2014,0.99,-0.01,1.0101010101010102,0.99
Marcandre Ter Stegen,100,90,1,12.0,2,8.0,2.0,0,3.0,3.0,2,3.0,0,2013,0.11,0.11,0.0,0.11
Marcel Buchel,2072,1825,37,300.0,61,195.0,76.0,2,492.0,71.0,25,41.0,0,74579,1.54,-0.46,1.2987012987012987,0.04162162162162162
Marcel Correia,472,364,5,36.0,5,32.0,9.0,0,36.0,11.0,5,7.0,0,10069,0.77,0.77,0.0,0.154
Marcel De Jong,1571,1357,32,288.0,50,185.0,70.0,1,453.0,58.0,26,42.0,0,64386,1.12,0.12,0.8928571428571428,0.035
Marcel Halstenberg,1030,897,18,156.0,25,97.0,39.0,0,156.0,36.0,19,23.0,0,36290,1.58,1.58,0.0,0.08777777777777779
Marcel Hartel,714,591,8,60.0,11,51.0,15.0,0,87.0,8.0,6,9.0,0,16128,0.71,0.71,0.0,0.08875
Marcel Heller,2943,2434,49,396.0,78,287.0,90.0,7,449.0,60.0,50,57.0,6,98768,6.22,-0.78,1.1254019292604502,0.12693877551020408
Marcel Ndjeng,2838,2430,52,372.0,79,343.0,105.0,2,607.0,60.0,41,61.0,0,104668,4.01,2.01,0.49875311720698257,0.07711538461538461
Marcel Risse,8596,7944,158,1140.0,229,864.0,295.0,12,2096.0,168.0,106,218.0,5,318271,7.97,-4.03,1.50564617314931,0.050443037974683545
Marcel Sabitzer,1824,1646,34,324.0,58,165.0,69.0,4,353.0,46.0,40,40.0,3,68545,4.58,0.58,0.8733624454148472,0.13470588235294118
Marcel Schafer,4181,3522,67,684.0,103,366.0,126.0,7,760.0,130.0,73,90.0,2,134857,5.69,-1.31,1.2302284710017575,0.08492537313432837
Marcel Schmelzer,6689,6253,135,888.0,187,808.0,278.0,2,1661.0,248.0,93,197.0,2,271837,6.48,4.48,0.30864197530864196,0.048
Marcel Tisserand,1669,1505,31,348.0,47,171.0,64.0,1,256.0,56.0,44,46.0,0,62471,3.42,2.42,0.29239766081871343,0.11032258064516129
Marcell Jansen,6860,5747,119,1092.0,188,603.0,233.0,8,1225.0,242.0,127,140.0,4,239500,8.1,0.1,0.9876543209876544,0.0680672268907563
Marcello Gazzola,1042,790,17,108.0,25,80.0,38.0,0,224.0,20.0,12,22.0,0,34251,0.78,0.78,0.0,0.04588235294117647
Marcello Trotta,1889,1718,35,372.0,50,212.0,56.0,3,293.0,72.0,47,36.0,0,70565,4.35,1.35,0.6896551724137931,0.12428571428571428
Marcelo,8692,7755,152,1443.0,228,874.0,307.0,13,1491.0,288.0,158,197.0,4,306120,13.57,0.57,0.9579955784819455,0.08927631578947369
Marcelo Brozovic,5523,5004,110,1104.0,163,597.0,236.0,8,1207.0,154.0,119,130.0,2,221719,7.94,-0.06,1.0075566750629723,0.07218181818181818
Marcelo Diaz,2009,1828,27,132.0,34,152.0,60.0,0,393.0,31.0,12,48.0,0,54422,0.81,0.81,0.0,0.030000000000000002
Marcelo Estigarribia,3871,3535,89,840.0,130,472.0,179.0,5,1052.0,170.0,98,94.0,4,179155,5.85,0.85,0.8547008547008548,0.06573033707865168
Marcelo Larrondo,2210,2083,39,396.0,58,253.0,69.0,4,327.0,78.0,51,47.0,3,78494,6.82,2.82,0.5865102639296187,0.17487179487179488
Marcin Wasilewski,643,641,13,108.0,19,91.0,27.0,1,104.0,30.0,17,27.0,0,26188,2.12,1.12,0.4716981132075471,0.1630769230769231
Marco Andreolli,810,731,16,135.0,25,104.0,26.0,5,91.0,36.0,19,33.0,0,32206,4.32,-0.68,1.1574074074074074,0.27
Marco Asensio,3915,3604,69,528.0,91,334.0,141.0,4,665.0,133.0,56,84.0,0,139082,7.02,3.02,0.5698005698005698,0.1017391304347826
Marco Benassi,7008,6306,139,1380.0,196,764.0,282.0,13,1580.0,187.0,147,155.0,3,280118,9.73,-3.27,1.3360739979445015,0.07
Marco Biagianti,1725,1383,28,180.0,34,122.0,59.0,0,370.0,34.0,18,31.0,0,56361,1.19,1.19,0.0,0.042499999999999996
Marco Borriello,10765,9590,203,1992.0,293,1153.0,352.0,32,1656.0,442.0,276,248.0,2,408823,26.51,-5.49,1.2070916635231987,0.1305911330049261
Marco Caligiuri,3089,2711,57,504.0,81,352.0,107.0,3,685.0,69.0,54,62.0,4,114685,3.85,0.85,0.7792207792207793,0.06754385964912281
Marco Capuano,531,463,9,96.0,10,65.0,18.0,1,76.0,23.0,12,21.0,0,18126,1.62,0.62,0.6172839506172839,0.18000000000000002
Marco Cassetti,6,4,1,0.0,1,9.0,2.0,0,11.0,1.0,0,1.0,0,2011,0.06,0.06,0.0,0.06
Marco Crimi,553,479,7,72.0,11,43.0,14.0,0,74.0,9.0,8,7.0,0,14112,0.36,0.36,0.0,0.05142857142857143
Marco Da Silva,1222,1241,23,108.0,36,111.0,48.0,1,335.0,23.0,11,32.0,1,46308,0.76,-0.24,1.3157894736842106,0.03304347826086956
Marco Dalessandro,2331,1824,32,252.0,45,168.0,67.0,3,305.0,47.0,31,34.0,1,64496,3.54,0.54,0.847457627118644,0.110625
Marco Davide Faraoni,1081,994,21,168.0,26,118.0,46.0,1,285.0,26.0,15,23.0,1,42248,0.98,-0.02,1.0204081632653061,0.04666666666666667
Marco Di Vaio,4148,3290,65,660.0,90,338.0,122.0,10,507.0,98.0,108,76.0,5,130753,11.16,1.16,0.8960573476702509,0.1716923076923077
Marco Donadel,258,225,6,36.0,9,38.0,11.0,1,90.0,6.0,3,8.0,0,12084,0.17,-0.83,5.88235294117647,0.028333333333333335
Marco Estrada,5772,4926,106,624.0,146,602.0,200.0,6,1596.0,211.0,53,162.0,0,213271,5.12,-0.88,1.171875,0.04830188679245283
Marco Fabian,3233,2774,58,516.0,86,298.0,122.0,3,638.0,72.0,50,69.0,1,116928,4.8,1.8,0.625,0.08275862068965517
Marco Faraoni,220,181,3,36.0,5,12.0,8.0,0,45.0,4.0,5,3.0,0,6050,0.07,0.07,0.0,0.023333333333333334
Marco Hoger,2474,2310,50,432.0,74,327.0,96.0,5,502.0,71.0,47,62.0,2,100688,4.46,-0.54,1.1210762331838564,0.0892
Marco Ilaimaharitra,73,63,2,12.0,3,15.0,4.0,0,30.0,4.0,3,3.0,0,4027,0.07,0.07,0.0,0.035
Marco Marchionni,2963,2705,55,396.0,85,283.0,121.0,2,736.0,66.0,39,69.0,0,110725,2.38,0.38,0.8403361344537815,0.04327272727272727
Marco Motta,2499,2078,44,396.0,61,261.0,92.0,1,429.0,75.0,50,60.0,0,88573,3.97,2.97,0.2518891687657431,0.09022727272727273
Marco Parolo,18143,16246,324,2748.0,485,1871.0,644.0,26,3457.0,475.0,313,406.0,4,652498,28.47,2.47,0.9132420091324202,0.08787037037037036
Marco Reus,19899,18425,408,3288.0,601,2187.0,752.0,65,4056.0,525.0,415,517.0,11,821416,48.28,-16.72,1.3463131731565865,0.11833333333333333
Marco Rigoni,7561,6236,115,1020.0,174,626.0,217.0,13,1214.0,150.0,145,139.0,1,231352,13.84,0.84,0.9393063583815029,0.12034782608695652
Marco Rossi,1487,1254,26,207.0,38,132.0,46.0,5,294.0,34.0,29,30.0,0,52303,3.25,-1.75,1.5384615384615385,0.125
Marco Ruben,5198,4873,94,996.0,134,625.0,172.0,9,662.0,180.0,165,116.0,2,189148,15.01,6.01,0.5996002664890073,0.1596808510638298
Marco Russ,4196,3501,79,756.0,113,491.0,143.0,9,664.0,141.0,101,114.0,0,159106,11.27,2.27,0.7985803016858918,0.14265822784810125
Marco Sailer,395,317,6,60.0,7,32.0,12.0,1,52.0,10.0,9,6.0,0,12090,0.84,-0.16,1.1904761904761905,0.13999999999999999
Marco Sau,7811,6623,137,1404.0,204,683.0,232.0,28,1172.0,185.0,192,145.0,7,275905,19.91,-8.09,1.4063284781516825,0.14532846715328468
Marco Silvestri,10,8,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2014,0.99,-0.01,1.0101010101010102,0.99
Marco Terrazzino,297,239,3,36.0,4,18.0,5.0,2,37.0,4.0,6,3.0,1,6039,0.58,-1.42,3.4482758620689657,0.19333333333333333
Marco Torsiglieri,445,402,7,48.0,10,42.0,11.0,1,44.0,17.0,9,13.0,0,14097,1.03,0.03,0.970873786407767,0.14714285714285716
Marco Van Ginkel,825,838,21,216.0,29,101.0,47.0,1,224.0,33.0,23,23.0,0,42314,2.28,1.28,0.4385964912280702,0.10857142857142857
Marco Verratti,1939,1883,33,315.0,51,175.0,60.0,5,322.0,46.0,32,41.0,0,66471,4.17,-0.83,1.1990407673860912,0.12636363636363637
Marco Vittiglio,83,76,1,0.0,1,5.0,1.0,1,12.0,1.0,0,2.0,0,2013,0.38,-0.62,2.6315789473684212,0.38
Marco Zambelli,85,73,1,12.0,1,8.0,2.0,0,11.0,2.0,1,1.0,0,2016,0.05,0.05,0.0,0.05
Marcoliver Kempf,198,174,3,24.0,4,22.0,5.0,0,21.0,8.0,3,7.0,0,6039,0.25,0.25,0.0,0.08333333333333333
Marcos,1846,1791,29,300.0,42,171.0,49.0,3,247.0,48.0,36,38.0,0,58357,3.48,0.48,0.8620689655172414,0.12
Marcos Alonso,7729,6903,138,1068.0,202,838.0,283.0,7,1518.0,275.0,128,201.0,0,278071,10.35,3.35,0.6763285024154589,0.075
Marcos Angeleri,676,616,15,180.0,21,91.0,29.0,0,100.0,30.0,30,27.0,0,30210,2.13,2.13,0.0,0.142
Marcos Gullon,99,82,1,0.0,1,2.0,3.0,0,3.0,1.0,0,1.0,0,2012,0.17,0.17,0.0,0.17
Marcos Llorente,235,223,5,24.0,6,28.0,9.0,0,75.0,6.0,2,8.0,0,10082,0.18,0.18,0.0,0.036
Marcos Lopes,1721,1569,36,360.0,50,190.0,66.0,3,421.0,69.0,34,36.0,0,72524,2.63,-0.37,1.1406844106463878,0.07305555555555555
Marcos Rojo,1590,1686,31,336.0,46,197.0,65.0,0,336.0,70.0,39,48.0,0,62475,3.23,3.23,0.0,0.10419354838709677
Marcos Senna,2489,2170,49,288.0,73,263.0,100.0,5,723.0,54.0,26,77.0,0,98572,5.52,0.52,0.9057971014492754,0.11265306122448979
Marcos Tebar,247,235,5,60.0,9,27.0,11.0,0,27.0,10.0,7,6.0,0,10066,0.59,0.59,0.0,0.118
Marcus Berg,1757,1466,24,276.0,35,150.0,38.0,1,128.0,51.0,38,30.0,0,48290,2.75,1.75,0.36363636363636365,0.11458333333333333
Marcus Coco,1720,1640,37,384.0,55,206.0,70.0,5,277.0,57.0,46,47.0,1,74580,5.07,0.07,0.9861932938856015,0.13702702702702704
Marcus Rashford,1771,1840,36,336.0,49,169.0,71.0,8,275.0,45.0,43,41.0,1,72578,5.21,-2.79,1.5355086372360844,0.14472222222222222
Marcus Rohden,740,599,10,60.0,15,45.0,22.0,0,107.0,13.0,8,10.0,0,20162,0.84,0.84,0.0,0.08399999999999999
Marek Cech,196,164,3,12.0,4,19.0,7.0,0,28.0,5.0,2,5.0,0,6040,0.37,0.37,0.0,0.12333333333333334
Marek Hamsik,19930,18685,412,4056.0,590,2306.0,771.0,45,4538.0,656.0,461,451.0,7,829736,41.25,-3.75,1.0909090909090908,0.10012135922330097
Mariano,3727,3574,78,516.0,112,468.0,161.0,3,991.0,108.0,53,89.0,2,157089,4.37,1.37,0.6864988558352403,0.056025641025641025
Mariano Izco,5011,4331,92,723.0,133,513.0,187.0,8,1115.0,111.0,76,118.0,5,185242,7.94,-0.06,1.0075566750629723,0.08630434782608697
Mario,6076,5753,117,1095.0,163,661.0,236.0,6,1233.0,177.0,117,159.0,2,235723,10.32,4.32,0.5813953488372093,0.08820512820512821
Mario Balotelli,20655,18259,362,2436.0,523,1882.0,706.0,36,4423.0,428.0,278,513.0,0,729082,44.57,8.57,0.8077181960960287,0.12312154696132596
Mario Bermejo,2672,2564,46,480.0,64,268.0,92.0,5,388.0,87.0,70,55.0,2,92590,6.77,1.77,0.7385524372230429,0.14717391304347824
Mario Eggimann,611,497,11,132.0,12,93.0,19.0,1,50.0,32.0,21,22.0,0,22132,1.67,0.67,0.5988023952095809,0.15181818181818182
Mario Gaspar,533,463,10,96.0,18,51.0,19.0,1,108.0,17.0,11,15.0,0,20116,1.04,0.04,0.9615384615384615,0.10400000000000001
Mario Gavranovic,349,266,4,24.0,7,33.0,7.0,0,36.0,7.0,3,6.0,0,8044,0.34,0.34,0.0,0.085
Mario Gomez,10506,9716,221,2292.0,321,1217.0,391.0,48,1475.0,420.0,316,268.0,10,444895,39.32,-8.68,1.2207527975584944,0.1779185520361991
Mario Gotze,10103,9565,203,1836.0,296,969.0,393.0,37,1810.0,244.0,206,236.0,4,408738,23.39,-13.61,1.5818725951261223,0.1152216748768473
Mario Lemina,2602,2424,43,336.0,57,288.0,77.0,4,497.0,69.0,44,59.0,0,86637,3.17,-0.83,1.2618296529968454,0.07372093023255814
Mario Licka,2743,2641,58,528.0,80,311.0,123.0,0,739.0,75.0,62,64.0,0,116700,3.63,3.63,0.0,0.06258620689655173
Mario Mandzukic,17069,14996,329,3432.0,492,1916.0,552.0,67,2254.0,614.0,484,386.0,7,662365,49.52,-17.48,1.3529886914378029,0.15051671732522798
Mario Paglialunga,59,55,1,12.0,1,4.0,1.0,1,15.0,1.0,3,1.0,0,2012,0.02,-0.98,50.0,0.02
Mario Pasalic,3436,3166,61,576.0,91,368.0,119.0,7,572.0,122.0,73,76.0,4,122933,6.7,-0.3,1.044776119402985,0.1098360655737705
Mario Rui,2947,2478,54,372.0,79,312.0,125.0,0,799.0,99.0,33,90.0,0,108816,1.48,1.48,0.0,0.027407407407407408
Mario Sampirisi,359,272,6,60.0,10,39.0,10.0,1,56.0,13.0,11,8.0,0,12077,0.97,-0.03,1.0309278350515465,0.16166666666666665
Mario Santana,3638,3294,74,708.0,110,376.0,146.0,7,893.0,107.0,74,85.0,2,148898,5.33,-1.67,1.3133208255159474,0.07202702702702703
Mario Suarez,4587,4191,83,672.0,124,442.0,166.0,6,901.0,134.0,79,114.0,1,167136,7.64,1.64,0.7853403141361257,0.09204819277108434
Mario Vrancic,2489,2278,47,324.0,74,285.0,95.0,5,534.0,77.0,36,65.0,0,94713,3.15,-1.85,1.5873015873015874,0.06702127659574468
Mario Yepes,1227,1083,20,192.0,27,136.0,36.0,1,104.0,54.0,29,36.0,0,40250,2.79,1.79,0.35842293906810035,0.1395
Marios Oikonomou,364,344,7,84.0,9,44.0,13.0,0,29.0,21.0,13,14.0,0,14111,0.66,0.66,0.0,0.09428571428571429
Marius Alexe,484,400,5,36.0,10,34.0,8.0,0,31.0,9.0,5,6.0,0,10065,1.0,1.0,0.0,0.2
Marius Stankevicius,178,168,4,36.0,6,15.0,9.0,0,52.0,6.0,4,4.0,0,8047,0.11,0.11,0.0,0.0275
Marius Wolf,37,46,1,12.0,1,9.0,2.0,0,9.0,1.0,1,1.0,0,2016,0.05,0.05,0.0,0.05
Mariusz Stepinski,1458,1296,28,264.0,39,146.0,54.0,3,222.0,47.0,32,36.0,0,56449,2.76,-0.24,1.0869565217391306,0.09857142857142856
Mark Bunn,68,90,1,15.0,1,0.0,0.0,1,19.0,1.0,0,1.0,0,2016,0.99,-0.01,1.0101010101010102,0.99
Mark Hudson,80,99,3,36.0,4,22.0,7.0,0,9.0,9.0,6,6.0,0,6042,0.33,0.33,0.0,0.11
Mark Noble,3545,3872,89,627.0,123,509.0,181.0,14,1124.0,103.0,58,126.0,0,179342,11.82,-2.18,1.1844331641285957,0.13280898876404496
Mark Uth,3197,2776,54,516.0,79,274.0,106.0,12,542.0,102.0,63,60.0,2,108857,6.9,-5.1,1.7391304347826086,0.1277777777777778
Mark Van Bommel,579,518,13,84.0,15,62.0,27.0,0,195.0,13.0,7,16.0,0,26149,0.39,0.39,0.0,0.030000000000000002
Markel Bergara,2417,2256,47,336.0,70,289.0,101.0,3,442.0,93.0,45,70.0,1,94662,4.88,1.88,0.6147540983606558,0.10382978723404256
Markel Susaeta,11596,10541,215,1812.0,301,1185.0,411.0,23,2315.0,292.0,228,277.0,6,432838,21.88,-1.12,1.0511882998171846,0.10176744186046512
Marko Arnautovic,17006,16208,319,2772.0,452,1831.0,641.0,29,3418.0,404.0,320,393.0,7,642417,30.77,1.77,0.9424764380890478,0.0964576802507837
Marko Basa,4255,3756,78,879.0,100,512.0,142.0,12,383.0,217.0,144,151.0,0,157069,11.78,-0.22,1.0186757215619695,0.151025641025641
Marko Grujic,151,166,2,24.0,4,17.0,3.0,0,30.0,3.0,2,2.0,0,4032,0.05,0.05,0.0,0.025
Marko Livaja,4585,3984,71,780.0,107,420.0,137.0,9,732.0,107.0,93,83.0,3,143025,7.23,-1.77,1.2448132780082988,0.10183098591549296
Marko Marin,2709,2221,44,384.0,60,218.0,89.0,0,532.0,53.0,38,53.0,2,88538,2.71,2.71,0.0,0.06159090909090909
Marko Pjaca,751,618,7,84.0,11,51.0,14.0,0,57.0,10.0,11,7.0,0,14115,0.58,0.58,0.0,0.08285714285714285
Markus Feulner,8225,7112,137,1152.0,205,739.0,285.0,9,1702.0,188.0,120,173.0,7,275812,8.41,-0.59,1.070154577883472,0.06138686131386861
Markus Henriksen,34,35,1,12.0,1,2.0,3.0,0,11.0,1.0,3,1.0,0,2016,0.04,0.04,0.0,0.04
Markus Mendler,535,421,11,96.0,18,64.0,23.0,0,144.0,19.0,8,11.0,0,22129,0.48,0.48,0.0,0.04363636363636363
Markus Rosenberg,4314,3473,74,768.0,107,369.0,136.0,10,668.0,104.0,92,78.0,3,148853,9.31,-0.69,1.0741138560687433,0.12581081081081083
Markus Steinhofer,112,107,2,0.0,4,4.0,6.0,0,30.0,2.0,0,2.0,0,4026,0.05,0.05,0.0,0.025
Markus Suttner,1478,1321,32,96.0,48,212.0,63.0,2,474.0,61.0,10,53.0,0,64499,2.76,0.76,0.7246376811594204,0.08625
Marlon Frey,570,499,9,60.0,13,60.0,19.0,0,115.0,13.0,5,14.0,0,18144,0.52,0.52,0.0,0.05777777777777778
Marlos Moreno,968,881,19,144.0,25,113.0,41.0,0,226.0,25.0,15,22.0,0,38307,1.24,1.24,0.0,0.06526315789473684
Marnon Busch,171,169,4,48.0,7,20.0,7.0,1,48.0,4.0,4,4.0,0,8057,0.2,-0.8,5.0,0.05
Marouane Chamakh,1357,1441,30,276.0,41,174.0,47.0,6,211.0,66.0,42,43.0,0,60418,4.84,-1.16,1.2396694214876034,0.16133333333333333
Marouane Fellaini,3830,4104,90,852.0,138,502.0,173.0,7,643.0,182.0,124,115.0,0,181331,10.61,3.61,0.6597549481621112,0.11788888888888888
Marquinho,5265,4660,94,888.0,146,527.0,181.0,9,1063.0,184.0,115,108.0,5,189221,6.71,-2.29,1.3412816691505216,0.07138297872340425
Marquinhos,1565,1626,31,276.0,47,199.0,56.0,4,212.0,73.0,44,65.0,0,62446,5.27,1.27,0.7590132827324478,0.16999999999999998
